Entity,Day,Weekly cases per million people
Bosnia and Herzegovina,2021-09-15,1512.4165
Bosnia and Herzegovina,2021-09-16,1543.6196
Bosnia and Herzegovina,2021-09-17,1578.2551
Bosnia and Herzegovina,2021-09-18,1629.1163
Bosnia and Herzegovina,2021-09-19,1647.5261
Bosnia and Herzegovina,2021-09-20,1645.966
Bosnia and Herzegovina,2021-09-21,1690.5864
Bosnia and Herzegovina,2021-09-22,1615.699
Bosnia and Herzegovina,2021-09-23,1685.906
Bosnia and Herzegovina,2021-09-24,1669.3683
Bosnia and Herzegovina,2021-09-25,1542.6836
Bosnia and Herzegovina,2021-09-26,1491.8224
Bosnia and Herzegovina,2021-09-27,1498.0631
Bosnia and Herzegovina,2021-09-28,1453.4425
Bosnia and Herzegovina,2021-09-29,1565.1498
Bosnia and Herzegovina,2021-09-30,1377.6189
Bosnia and Herzegovina,2021-10-01,1423.7996
Bosnia and Herzegovina,2021-10-02,1477.469
Bosnia and Herzegovina,2021-10-03,1501.8075
Bosnia and Herzegovina,2021-10-04,1429.1041
Bosnia and Herzegovina,2021-10-05,1491.5104
Bosnia and Herzegovina,2021-10-06,1444.3937
Bosnia and Herzegovina,2021-10-07,1461.2434
Bosnia and Herzegovina,2021-10-08,1443.1455
Bosnia and Herzegovina,2021-10-09,1422.2394
Bosnia and Herzegovina,2021-10-10,1371.0663
Bosnia and Herzegovina,2021-10-11,1346.7278
Bosnia and Herzegovina,2021-10-12,1313.6525
Bosnia and Herzegovina,2021-10-13,1309.284
Bosnia and Herzegovina,2021-10-14,1251.5582
Bosnia and Herzegovina,2021-10-15,1191.9602
Bosnia and Herzegovina,2021-10-16,1191.9602
Bosnia and Herzegovina,2021-10-17,1178.5428
Bosnia and Herzegovina,2021-10-18,1204.4414
Bosnia and Herzegovina,2021-10-19,1202.8813
Bosnia and Herzegovina,2021-10-20,1199.761
Bosnia and Herzegovina,2021-10-21,1274.9606
Bosnia and Herzegovina,2021-10-22,1236.2687
Bosnia and Herzegovina,2021-10-23,1261.8552
Bosnia and Herzegovina,2021-10-24,1279.641
Bosnia and Herzegovina,2021-10-25,1295.2426
Bosnia and Herzegovina,2021-10-26,1331.4382
Bosnia and Herzegovina,2021-10-27,1364.8257
Bosnia and Herzegovina,2021-10-28,1469.3562
Bosnia and Herzegovina,2021-10-29,1529.2662
Bosnia and Herzegovina,2021-10-30,1497.751
Bosnia and Herzegovina,2021-10-31,1581.0635
Bosnia and Herzegovina,2021-11-01,1586.0559
Bosnia and Herzegovina,2021-11-02,1559.8453
Bosnia and Herzegovina,2021-11-03,1525.5219
Bosnia and Herzegovina,2021-11-04,1573.5747
Bosnia and Herzegovina,2021-11-05,1659.3833
Bosnia and Herzegovina,2021-11-06,1725.534
Bosnia and Herzegovina,2021-11-07,1708.6843
Bosnia and Herzegovina,2021-11-08,1716.1731
Bosnia and Herzegovina,2021-11-09,1736.4551
Bosnia and Herzegovina,2021-11-10,1804.4779
Bosnia and Herzegovina,2021-11-11,1713.6768
Bosnia and Herzegovina,2021-11-12,1717.7333
Bosnia and Herzegovina,2021-11-13,1653.4547
Bosnia and Herzegovina,2021-11-14,1662.8157
Bosnia and Herzegovina,2021-11-15,1639.7253
Bosnia and Herzegovina,2021-11-16,1633.7968
Bosnia and Herzegovina,2021-11-17,1592.9207
Bosnia and Herzegovina,2021-11-18,1621.0034
Bosnia and Herzegovina,2021-11-19,1542.9956
Bosnia and Herzegovina,2021-11-20,1555.4768
Bosnia and Herzegovina,2021-11-21,1456.8749
Bosnia and Herzegovina,2021-11-22,1478.7172
Bosnia and Herzegovina,2021-11-23,1483.7096
Bosnia and Herzegovina,2021-11-24,1421.6154
Bosnia and Herzegovina,2021-11-25,1350.7842
Bosnia and Herzegovina,2021-11-26,1314.2765
Bosnia and Herzegovina,2021-11-27,1318.645
Bosnia and Herzegovina,2021-11-28,1368.57
Bosnia and Herzegovina,2021-11-29,1340.1752
Bosnia and Herzegovina,2021-11-30,1346.4158
Bosnia and Herzegovina,2021-12-01,1425.0477
Bosnia and Herzegovina,2021-12-02,1448.4501
Bosnia and Herzegovina,2021-12-03,1399.4612
Bosnia and Herzegovina,2021-12-04,1382.2994
Bosnia and Herzegovina,2021-12-05,1392.9084
Bosnia and Herzegovina,2021-12-06,1375.7467
Bosnia and Herzegovina,2021-12-07,1339.239
Bosnia and Herzegovina,2021-12-08,1283.6974
Bosnia and Herzegovina,2021-12-09,1202.8813
Bosnia and Herzegovina,2021-12-10,1223.4753
Bosnia and Herzegovina,2021-12-11,1170.7421
Bosnia and Herzegovina,2021-12-12,1072.7642
Bosnia and Herzegovina,2021-12-13,1055.9144
Bosnia and Herzegovina,2021-12-14,1058.4108
Bosnia and Herzegovina,2021-12-15,1063.4032
Bosnia and Herzegovina,2021-12-16,1026.2715
Bosnia and Herzegovina,2021-12-17,1034.3843
Bosnia and Herzegovina,2021-12-18,1027.2076
Bosnia and Herzegovina,2021-12-19,1013.7902
Bosnia and Herzegovina,2021-12-20,1018.7827
Bosnia and Herzegovina,2021-12-21,1007.86163
Bosnia and Herzegovina,2021-12-22,978.8427
Bosnia and Herzegovina,2021-12-23,988.2037
Bosnia and Herzegovina,2021-12-24,938.59064
Bosnia and Herzegovina,2021-12-25,937.3425
Bosnia and Herzegovina,2021-12-26,919.8688
Bosnia and Herzegovina,2021-12-27,909.5717
Bosnia and Herzegovina,2021-12-28,934.53424
Bosnia and Herzegovina,2021-12-29,983.5232
Bosnia and Herzegovina,2021-12-30,1060.907
Bosnia and Herzegovina,2021-12-31,1147.9637
Bosnia and Herzegovina,2022-01-01,1259.671
Bosnia and Herzegovina,2022-01-02,1379.4911
Bosnia and Herzegovina,2022-01-03,1405.7018
Botswana,2021-01-05,586.9105
Botswana,2021-01-06,559.04047
Botswana,2021-01-07,518.4649
Botswana,2021-01-08,458.21643
Botswana,2021-01-09,424.19858
Botswana,2021-01-10,339.7687
Botswana,2021-01-11,274.19214
Botswana,2021-01-12,498.3821
Botswana,2021-01-13,431.9858
Botswana,2021-01-14,354.93332
Botswana,2021-01-15,563.5488
Botswana,2021-01-16,632.8141
Botswana,2021-01-17,778.3122
Botswana,2021-01-18,866.8406
Botswana,2021-01-19,659.04474
Botswana,2021-01-20,706.58777
Botswana,2021-01-21,959.0577
Botswana,2021-01-22,874.21796
Botswana,2021-01-23,894.71063
Botswana,2021-01-24,838.56067
Botswana,2021-01-25,840.6099
Botswana,2021-01-26,834.46216
Botswana,2021-01-27,887.7431
Botswana,2021-01-28,718.06366
Botswana,2021-01-29,637.3225
Botswana,2021-01-30,620.92834
Botswana,2021-01-31,666.832
Botswana,2021-02-01,715.1947
Botswana,2021-02-02,795.1162
Botswana,2021-02-03,852.4957
Botswana,2021-02-04,867.6603
Botswana,2021-02-05,891.4318
Botswana,2021-02-06,905.7767
Botswana,2021-02-07,900.85846
Botswana,2021-02-08,902.49786
Botswana,2021-02-09,859.4632
Botswana,2021-02-10,754.54065
Botswana,2021-02-11,699.6203
Botswana,2021-02-12,649.6181
Botswana,2021-02-13,583.2218
Botswana,2021-02-14,566.00793
Botswana,2021-02-15,499.61166
Botswana,2021-02-16,382.80334
Botswana,2021-02-17,329.52237
Botswana,2021-02-18,286.48773
Botswana,2021-02-19,233.61661
Botswana,2021-02-20,187.30315
Botswana,2021-02-21,74.18352
Botswana,2021-02-22,0
Botswana,2021-02-23,1224.6428
Botswana,2021-02-24,1224.6428
Botswana,2021-02-25,1224.6428
Botswana,2021-02-26,1224.6428
Botswana,2021-02-27,2190.2583
Botswana,2021-02-28,2190.2583
Botswana,2021-03-01,2190.2583
Botswana,2021-03-02,1383.2562
Botswana,2021-03-03,1383.2562
Botswana,2021-03-04,1383.2562
Botswana,2021-03-05,1383.2562
Botswana,2021-03-06,895.53033
Botswana,2021-03-07,895.53033
Botswana,2021-03-08,895.53033
Botswana,2021-03-09,963.9759
Botswana,2021-03-10,963.9759
Botswana,2021-03-11,963.9759
Botswana,2021-03-12,963.9759
Botswana,2021-03-13,855.3647
Botswana,2021-03-14,855.3647
Botswana,2021-03-15,855.3647
Botswana,2021-03-16,571.7459
Botswana,2021-03-17,571.7459
Botswana,2021-03-18,571.7459
Botswana,2021-03-19,571.7459
Botswana,2021-03-20,1049.2255
Botswana,2021-03-21,1049.2255
Botswana,2021-03-22,1049.2255
Botswana,2021-03-23,1218.4951
Botswana,2021-03-24,1218.4951
Botswana,2021-03-25,1218.4951
Botswana,2021-03-26,1218.4951
Botswana,2021-03-27,935.28613
Botswana,2021-03-28,935.28613
Botswana,2021-03-29,935.28613
Botswana,2021-03-30,988.56714
Botswana,2021-03-31,988.56714
Botswana,2021-04-01,988.56714
Botswana,2021-04-02,988.56714
Botswana,2021-04-03,766.01654
Botswana,2021-04-04,766.01654
Botswana,2021-04-05,766.01654
Botswana,2021-04-06,736.0972
Botswana,2021-04-07,736.0972
Botswana,2021-04-08,736.0972
Botswana,2021-04-09,736.0972
Botswana,2021-04-10,710.68634
Botswana,2021-04-11,710.68634
Botswana,2021-04-12,710.68634
Botswana,2021-04-13,574.205
Botswana,2021-04-14,574.205
Botswana,2021-04-15,574.205
Botswana,2021-04-16,574.205
Botswana,2021-04-17,515.59595
Botswana,2021-04-18,515.59595
Botswana,2021-04-19,515.59595
Botswana,2021-04-20,729.5396
Botswana,2021-04-21,729.5396
Botswana,2021-04-22,729.5396
Botswana,2021-04-23,729.5396
Botswana,2021-04-24,1789.4213
Botswana,2021-04-25,1789.4213
Botswana,2021-04-26,1789.4213
Botswana,2021-04-27,1456.6201
Botswana,2021-04-28,1456.6201
Botswana,2021-04-29,1456.6201
Botswana,2021-04-30,1456.6201
Botswana,2021-05-01,518.4649
Botswana,2021-05-02,518.4649
Botswana,2021-05-03,518.4649
Botswana,2021-05-04,378.70483
Botswana,2021-05-05,378.70483
Botswana,2021-05-06,378.70483
Botswana,2021-05-07,378.70483
Botswana,2021-05-08,493.87372
Botswana,2021-05-09,493.87372
Botswana,2021-05-10,493.87372
Botswana,2021-05-11,749.62244
Botswana,2021-05-12,749.62244
Botswana,2021-05-13,749.62244
Botswana,2021-05-14,749.62244
Botswana,2021-05-15,729.5396
Botswana,2021-05-16,729.5396
Botswana,2021-05-17,729.5396
Botswana,2021-05-18,815.19904
Botswana,2021-05-19,815.19904
Botswana,2021-05-20,815.19904
Botswana,2021-05-21,815.19904
Botswana,2021-05-22,854.13513
Botswana,2021-05-23,854.13513
Botswana,2021-05-24,854.13513
Botswana,2021-05-25,886.1037
Botswana,2021-05-26,886.1037
Botswana,2021-05-27,886.1037
Botswana,2021-05-28,886.1037
Botswana,2021-05-29,866.4307
Botswana,2021-05-30,866.4307
Botswana,2021-05-31,866.4307
Botswana,2021-06-01,1004.55145
Botswana,2021-06-02,1004.55145
Botswana,2021-06-03,1004.55145
Botswana,2021-06-04,1004.55145
Botswana,2021-06-05,1283.6617
Botswana,2021-06-06,1283.6617
Botswana,2021-06-07,1283.6617
Botswana,2021-06-08,1342.6808
Botswana,2021-06-09,1342.6808
Botswana,2021-06-10,1342.6808
Botswana,2021-06-11,1342.6808
Botswana,2021-06-12,1382.4365
Botswana,2021-06-13,1382.4365
Botswana,2021-06-14,1382.4365
Botswana,2021-06-15,1547.1978
Botswana,2021-06-16,1547.1978
Botswana,2021-06-17,1547.1978
Botswana,2021-06-18,1547.1978
Botswana,2021-06-19,1789.4213
Botswana,2021-06-20,1789.4213
Botswana,2021-06-21,1789.4213
Botswana,2021-06-22,1744.3374
Botswana,2021-06-23,1744.3374
Botswana,2021-06-24,1744.3374
Botswana,2021-06-25,1744.3374
Botswana,2021-06-26,690.19366
Botswana,2021-06-27,690.19366
Botswana,2021-06-28,690.19366
Botswana,2021-06-29,562.3193
Botswana,2021-06-30,562.3193
Botswana,2021-07-01,562.3193
Botswana,2021-07-02,562.3193
Botswana,2021-07-03,1600.8885
Botswana,2021-07-04,1600.8885
Botswana,2021-07-05,1600.8885
Botswana,2021-07-06,1616.8728
Botswana,2021-07-07,1616.8728
Botswana,2021-07-08,1616.8728
Botswana,2021-07-09,1616.8728
Botswana,2021-07-10,2531.2563
Botswana,2021-07-11,2531.2563
Botswana,2021-07-12,2531.2563
Botswana,2021-07-13,4403.878
Botswana,2021-07-14,4403.878
Botswana,2021-07-15,4403.878
Botswana,2021-07-16,4403.878
Botswana,2021-07-17,4815.371
Botswana,2021-07-18,4815.371
Botswana,2021-07-19,4815.371
Botswana,2021-07-20,4723.1543
Botswana,2021-07-21,4723.1543
Botswana,2021-07-22,4723.1543
Botswana,2021-07-23,4723.1543
Botswana,2021-07-24,4189.5244
Botswana,2021-07-25,4189.5244
Botswana,2021-07-26,4189.5244
Botswana,2021-07-27,3702.2085
Botswana,2021-07-28,3702.2085
Botswana,2021-07-29,3702.2085
Botswana,2021-07-30,3702.2085
Botswana,2021-07-31,5367.444
Botswana,2021-08-01,5367.444
Botswana,2021-08-02,5367.444
Botswana,2021-08-03,6510.116
Botswana,2021-08-04,6510.116
Botswana,2021-08-05,6510.116
Botswana,2021-08-06,6510.116
Botswana,2021-08-07,6373.635
Botswana,2021-08-08,6373.635
Botswana,2021-08-09,6373.635
Botswana,2021-08-10,3359.5708
Botswana,2021-08-11,5813.3647
Botswana,2021-08-12,5813.3647
Botswana,2021-08-13,5813.3647
Botswana,2021-08-14,4757.9917
Botswana,2021-08-15,4757.9917
Botswana,2021-08-16,4757.9917
Botswana,2021-08-17,6430.6045
Botswana,2021-08-18,3976.8105
Botswana,2021-08-19,3976.8105
Botswana,2021-08-20,3976.8105
Botswana,2021-08-21,3468.1821
Botswana,2021-08-22,3468.1821
Botswana,2021-08-23,3468.1821
Botswana,2021-08-24,3005.0474
Botswana,2021-08-25,3005.0474
Botswana,2021-08-26,3005.0474
Botswana,2021-08-27,3005.0474
Botswana,2021-08-28,2493.9597
Botswana,2021-08-29,2493.9597
Botswana,2021-08-30,2493.9597
Botswana,2021-08-31,2264.0317
Botswana,2021-09-01,2264.0317
Botswana,2021-09-02,2264.0317
Botswana,2021-09-03,2264.0317
Botswana,2021-09-04,2155.4207
Botswana,2021-09-05,2155.4207
Botswana,2021-09-06,2155.4207
Botswana,2021-09-07,1782.044
Botswana,2021-09-08,1782.044
Botswana,2021-09-09,1782.044
Botswana,2021-09-10,1782.044
Botswana,2021-09-11,1417.274
Botswana,2021-09-12,1417.274
Botswana,2021-09-13,1417.274
Botswana,2021-09-14,3519.4138
Botswana,2021-09-15,3519.4138
Botswana,2021-09-16,3519.4138
Botswana,2021-09-17,3519.4138
Botswana,2021-09-18,3337.8486
Botswana,2021-09-19,3337.8486
Botswana,2021-09-20,3337.8486
Botswana,2021-09-21,1711.1392
Botswana,2021-09-22,1711.1392
Botswana,2021-09-23,1711.1392
Botswana,2021-09-24,1711.1392
Botswana,2021-09-25,1746.7965
Botswana,2021-09-26,1746.7965
Botswana,2021-09-27,1746.7965
Botswana,2021-09-28,1144.7214
Botswana,2021-09-29,1144.7214
Botswana,2021-09-30,1144.7214
Botswana,2021-10-01,1144.7214
Botswana,2021-10-02,879.9559
Botswana,2021-10-03,879.9559
Botswana,2021-10-04,879.9559
Botswana,2021-10-05,499.2018
Botswana,2021-10-06,499.2018
Botswana,2021-10-07,499.2018
Botswana,2021-10-08,499.2018
Botswana,2021-10-09,431.9858
Botswana,2021-10-10,431.9858
Botswana,2021-10-11,431.9858
Botswana,2021-10-12,581.17255
Botswana,2021-10-13,581.17255
Botswana,2021-10-14,581.17255
Botswana,2021-10-15,581.17255
Botswana,2021-10-16,1147.5903
Botswana,2021-10-17,1147.5903
Botswana,2021-10-18,1147.5903
Botswana,2021-10-19,1255.3818
Botswana,2021-10-20,1255.3818
Botswana,2021-10-21,1255.3818
Botswana,2021-10-22,1255.3818
Botswana,2021-10-23,792.65704
Botswana,2021-10-24,792.65704
Botswana,2021-10-25,792.65704
Botswana,2021-10-26,686.50494
Botswana,2021-10-27,686.50494
Botswana,2021-10-28,686.50494
Botswana,2021-10-29,686.50494
Botswana,2021-10-30,531.1704
Botswana,2021-10-31,531.1704
Botswana,2021-11-01,531.1704
Botswana,2021-11-02,2598.8823
Botswana,2021-11-03,2598.8823
Botswana,2021-11-04,2598.8823
Botswana,2021-11-05,2598.8823
Botswana,2021-11-06,2527.9775
Botswana,2021-11-07,2527.9775
Botswana,2021-11-08,2527.9775
Botswana,2021-11-09,313.94794
Botswana,2021-11-10,313.94794
Botswana,2021-11-11,313.94794
Botswana,2021-11-12,313.94794
Botswana,2021-11-13,278.70053
Botswana,2021-11-14,278.70053
Botswana,2021-11-15,278.70053
Botswana,2021-11-16,304.93115
Botswana,2021-11-17,304.93115
Botswana,2021-11-18,304.93115
Botswana,2021-11-19,304.93115
Botswana,2021-11-20,214.35349
Botswana,2021-11-21,214.35349
Botswana,2021-11-22,214.35349
Botswana,2021-11-23,190.17212
Botswana,2021-11-24,190.17212
Botswana,2021-11-25,190.17212
Botswana,2021-11-26,190.17212
Botswana,2021-11-27,170.49915
Botswana,2021-11-28,170.49915
Botswana,2021-11-29,170.49915
Botswana,2021-11-30,161.07251
Botswana,2021-12-01,161.07251
Botswana,2021-12-02,161.07251
Botswana,2021-12-03,161.07251
Botswana,2021-12-04,198.36919
Botswana,2021-12-05,198.36919
Botswana,2021-12-06,198.36919
Botswana,2021-12-07,322.96472
Botswana,2021-12-08,322.96472
Botswana,2021-12-09,322.96472
Botswana,2021-12-10,322.96472
Botswana,2021-12-11,857.41394
Botswana,2021-12-12,857.41394
Botswana,2021-12-13,857.41394
Botswana,2021-12-14,1546.7878
Botswana,2021-12-15,1546.7878
Botswana,2021-12-16,1546.7878
Botswana,2021-12-17,3529.2502
Botswana,2021-12-18,2892.3376
Botswana,2021-12-19,2892.3376
Botswana,2021-12-20,2892.3376
Botswana,2021-12-21,3741.9644
Botswana,2021-12-22,3741.9644
Botswana,2021-12-23,3741.9644
Botswana,2021-12-24,3189.0718
Botswana,2021-12-25,3189.0718
Botswana,2021-12-26,3189.0718
Botswana,2021-12-27,3189.0718
Botswana,2021-12-28,4309.612
Botswana,2021-12-29,4309.612
Botswana,2021-12-30,4309.612
Botswana,2021-12-31,3922.7097
Botswana,2022-01-01,3922.7097
Botswana,2022-01-02,3922.7097
Botswana,2022-01-03,3922.7097
Brazil,2021-01-05,1186.1787
Brazil,2021-01-06,1183.6016
Brazil,2021-01-07,1173.7588
Brazil,2021-01-08,1210.7572
Brazil,2021-01-09,1358.494
Brazil,2021-01-10,1488.9227
Brazil,2021-01-11,1709.8528
Brazil,2021-01-12,1769.0569
Brazil,2021-01-13,1796.7118
Brazil,2021-01-14,1831.7892
Brazil,2021-01-15,1819.7543
Brazil,2021-01-16,1724.2509
Brazil,2021-01-17,1805.8604
Brazil,2021-01-18,1802.4225
Brazil,2021-01-19,1817.8666
Brazil,2021-01-20,1807.6387
Brazil,2021-01-21,1798.4568
Brazil,2021-01-22,1815.0326
Brazil,2021-01-23,1773.9545
Brazil,2021-01-24,1713.8231
Brazil,2021-01-25,1717.4702
Brazil,2021-01-26,1695.041
Brazil,2021-01-27,1709.9954
Brazil,2021-01-28,1709.3726
Brazil,2021-01-29,1705.2595
Brazil,2021-01-30,1718.0598
Brazil,2021-01-31,1733.6276
Brazil,2021-02-01,1715.2164
Brazil,2021-02-02,1712.5203
Brazil,2021-02-03,1701.9406
Brazil,2021-02-04,1664.5332
Brazil,2021-02-05,1628.7854
Brazil,2021-02-06,1605.3053
Brazil,2021-02-07,1562.7294
Brazil,2021-02-08,1525.4884
Brazil,2021-02-09,1521.1566
Brazil,2021-02-10,1515.679
Brazil,2021-02-11,1503.2684
Brazil,2021-02-12,1520.3864
Brazil,2021-02-13,1510.2535
Brazil,2021-02-14,1513.4584
Brazil,2021-02-15,1483.3547
Brazil,2021-02-16,1473.4358
Brazil,2021-02-17,1515.0798
Brazil,2021-02-18,1533.0774
Brazil,2021-02-19,1519.5923
Brazil,2021-02-20,1505.9788
Brazil,2021-02-21,1503.6204
Brazil,2021-02-22,1566.2576
Brazil,2021-02-23,1586.547
Brazil,2021-02-24,1561.7688
Brazil,2021-02-25,1597.1648
Brazil,2021-02-26,1643.868
Brazil,2021-02-27,1711.0034
Brazil,2021-02-28,1778.1388
Brazil,2021-03-01,1797.7769
Brazil,2021-03-02,1821.5564
Brazil,2021-03-03,1863.1909
Brazil,2021-03-04,1849.9246
Brazil,2021-03-05,1874.251
Brazil,2021-03-06,1917.5402
Brazil,2021-03-07,1966.64
Brazil,2021-03-08,2004.713
Brazil,2021-03-09,2225.7285
Brazil,2021-03-10,2209.462
Brazil,2021-03-11,2261.001
Brazil,2021-03-12,2299.8586
Brazil,2021-03-13,2301.3325
Brazil,2021-03-14,2349.6812
Brazil,2021-03-15,2380.9165
Brazil,2021-03-16,2206.4282
Brazil,2021-03-17,2225.058
Brazil,2021-03-18,2287.643
Brazil,2021-03-19,2337.2231
Brazil,2021-03-20,2392.238
Brazil,2021-03-21,2415.5708
Brazil,2021-03-22,2429.3174
Brazil,2021-03-23,2448.1565
Brazil,2021-03-24,2510.2278
Brazil,2021-03-25,2503.4138
Brazil,2021-03-26,2501.935
Brazil,2021-03-27,2564.5867
Brazil,2021-03-28,2534.5115
Brazil,2021-03-29,2567.221
Brazil,2021-03-30,2550.8257
Brazil,2021-03-31,2501.5356
Brazil,2021-04-01,2511.0503
Brazil,2021-04-02,2514.122
Brazil,2021-04-03,2471.0374
Brazil,2021-04-04,2404.4346
Brazil,2021-04-05,2202.667
Brazil,2021-04-06,2141.0093
Brazil,2021-04-07,2092.119
Brazil,2021-04-08,2103.9348
Brazil,2021-04-09,2113.383
Brazil,2021-04-10,2092.2473
Brazil,2021-04-11,2201.987
Brazil,2021-04-12,2336.6335
Brazil,2021-04-13,2363.537
Brazil,2021-04-14,2397.4875
Brazil,2021-04-15,2374.697
Brazil,2021-04-16,2283.82
Brazil,2021-04-17,2219.7327
Brazil,2021-04-18,2183.866
Brazil,2021-04-19,2163.914
Brazil,2021-04-20,2192.2678
Brazil,2021-04-21,2167.7275
Brazil,2021-04-22,2106.84
Brazil,2021-04-23,2136.3496
Brazil,2021-04-24,2003.2295
Brazil,2021-04-25,1923.9689
Brazil,2021-04-26,1940.6161
Brazil,2021-04-27,1891.1263
Brazil,2021-04-28,1881.6735
Brazil,2021-04-29,1894.7925
Brazil,2021-04-30,1894.8257
Brazil,2021-05-01,2009.9482
Brazil,2021-05-02,2006.2773
Brazil,2021-05-03,1986.4349
Brazil,2021-05-04,1969.1411
Brazil,2021-05-05,1950.0404
Brazil,2021-05-06,1974.8566
Brazil,2021-05-07,1944.2773
Brazil,2021-05-08,1963.2545
Brazil,2021-05-09,2013.4336
Brazil,2021-05-10,1996.6295
Brazil,2021-05-11,2044.0651
Brazil,2021-05-12,2046.8278
Brazil,2021-05-13,2024.7457
Brazil,2021-05-14,2040.8983
Brazil,2021-05-15,2046.6614
Brazil,2021-05-16,2078.282
Brazil,2021-05-17,2095.2998
Brazil,2021-05-18,2104.9524
Brazil,2021-05-19,2127.377
Brazil,2021-05-20,2140.358
Brazil,2021-05-21,2152.3738
Brazil,2021-05-22,2187.784
Brazil,2021-05-23,2146.506
Brazil,2021-05-24,2191.588
Brazil,2021-05-25,2167.233
Brazil,2021-05-26,2203.2852
Brazil,2021-05-27,2193.8132
Brazil,2021-05-28,2199.838
Brazil,2021-05-29,2130.5483
Brazil,2021-05-30,2001.7507
Brazil,2021-05-31,2016.8715
Brazil,2021-06-01,2053.4895
Brazil,2021-06-02,2019.9004
Brazil,2021-06-03,2045.9243
Brazil,2021-06-04,2117.7957
Brazil,2021-06-05,2193.5137
Brazil,2021-06-06,2137.253
Brazil,2021-06-07,2072.3335
Brazil,2021-06-08,2053.8699
Brazil,2021-06-09,2085.8328
Brazil,2021-06-10,1962.1323
Brazil,2021-06-11,1915.2816
Brazil,2021-06-12,1937.6346
Brazil,2021-06-13,2162.1309
Brazil,2021-06-14,2222.4382
Brazil,2021-06-15,2214.407
Brazil,2021-06-16,2227.198
Brazil,2021-06-17,2358.901
Brazil,2021-06-18,2404.639
Brazil,2021-06-19,2337.8318
Brazil,2021-06-20,2402.894
Brazil,2021-06-21,2419.9548
Brazil,2021-06-22,2449.5781
Brazil,2021-06-23,2445.0942
Brazil,2021-06-24,2479.3918
Brazil,2021-06-25,2573.8303
Brazil,2021-06-26,2571.738
Brazil,2021-06-27,2478.7546
Brazil,2021-06-28,2392.433
Brazil,2021-06-29,2342.6294
Brazil,2021-06-30,2289.854
Brazil,2021-07-01,2180.875
Brazil,2021-07-02,1841.4084
Brazil,2021-07-03,1801.2812
Brazil,2021-07-04,1734.1792
Brazil,2021-07-05,1688.6361
Brazil,2021-07-06,1660.4819
Brazil,2021-07-07,1636.2268
Brazil,2021-07-08,1624.8197
Brazil,2021-07-09,1673.2538
Brazil,2021-07-10,1618.8665
Brazil,2021-07-11,1583.5466
Brazil,2021-07-12,1554.7695
Brazil,2021-07-13,1522.217
Brazil,2021-07-14,1495.2468
Brazil,2021-07-15,1412.1205
Brazil,2021-07-16,1429.7805
Brazil,2021-07-17,1425.3298
Brazil,2021-07-18,1367.576
Brazil,2021-07-19,1300.2219
Brazil,2021-07-20,1362.9352
Brazil,2021-07-21,1354.5664
Brazil,2021-07-22,1271.6874
Brazil,2021-07-23,1256.3811
Brazil,2021-07-24,1241.964
Brazil,2021-07-25,1542.1974
Brazil,2021-07-26,1560.0381
Brazil,2021-07-27,1483.9728
Brazil,2021-07-28,1501.6993
Brazil,2021-07-29,1567.4082
Brazil,2021-07-30,1536.4819
Brazil,2021-07-31,1500.9434
Brazil,2021-08-01,1178.4235
Brazil,2021-08-02,1176.0032
Brazil,2021-08-03,1187.2914
Brazil,2021-08-04,1168.9563
Brazil,2021-08-05,1125.7098
Brazil,2021-08-06,1091.0128
Brazil,2021-08-07,1080.4141
Brazil,2021-08-08,1086.3815
Brazil,2021-08-09,1112.3009
Brazil,2021-08-10,1080.8705
Brazil,2021-08-11,1066.3298
Brazil,2021-08-12,1078.5453
Brazil,2021-08-13,1039.2075
Brazil,2021-08-14,1038.8651
Brazil,2021-08-15,999.7508
Brazil,2021-08-16,943.2095
Brazil,2021-08-17,943.5138
Brazil,2021-08-18,954.85913
Brazil,2021-08-19,967.8307
Brazil,2021-08-20,1011.914
Brazil,2021-08-21,994.47754
Brazil,2021-08-22,994.2588
Brazil,2021-08-23,981.16364
Brazil,2021-08-24,983.28906
Brazil,2021-08-25,976.7843
Brazil,2021-08-26,944.7311
Brazil,2021-08-27,892.222
Brazil,2021-08-28,867.0634
Brazil,2021-08-29,835.9564
Brazil,2021-08-30,818.41534
Brazil,2021-08-31,812.7379
Brazil,2021-09-01,800.1991
Brazil,2021-09-02,770.32367
Brazil,2021-09-03,754.5086
Brazil,2021-09-04,731.95105
Brazil,2021-09-05,723.48724
Brazil,2021-09-06,709.72156
Brazil,2021-09-07,708.31885
Brazil,2021-09-08,702.0804
Brazil,2021-09-09,650.042
Brazil,2021-09-10,588.6316
Brazil,2021-09-11,610.55676
Brazil,2021-09-12,564.8425
Brazil,2021-09-13,529.2278
Brazil,2021-09-14,518.2914
Brazil,2021-09-15,506.36118
Brazil,2021-09-16,505.22473
Brazil,2021-09-17,506.88898
Brazil,2021-09-18,523.6074
Brazil,2021-09-19,501.0261
Brazil,2021-09-20,1146.7125
Brazil,2021-09-21,1141.211
Brazil,2021-09-22,1147.1024
Brazil,2021-09-24,1186.5068
Brazil,2021-09-25,1139.9272
Brazil,2021-09-26,1179.0891
Brazil,2021-09-27,539.936
Brazil,2021-09-28,536.17957
Brazil,2021-09-29,567.2723
Brazil,2021-09-30,640.47504
Brazil,2021-10-01,551.4763
Brazil,2021-10-02,565.3418
Brazil,2021-10-03,561.2525
